0,-1.20,0
0,-1.05,0
0,-0.90,0
0,-0.75,0
0,-0.60,0
0,-0.45,0
0,-0.30,0
0,-0.15,0
0,0,0
0,0.15,0
0,0.30,0
0,0.45,0
0,0.60,0
0,0.75,0
0,0.90,0
0,1.05,0
0,1.20,0
0,1.35,0
0,1.5,0
0,1.65,0
0,1.8,0
0,1.95,0
0,2.1876,-0.013707
0,2.383302,-0.042737
0,2.575214,-0.090808
0,2.76149,-0.157459
0,2.940336,-0.242047
0,3.110029,-0.343757
0,3.268937,-0.461611
0,3.415527,-0.594473
0,3.548389,-0.741063
0,3.666243,-0.89997
0,3.767954,-1.069664
0,3.852541,-1.24851
0,3.919193,-1.434786
0,3.967263,-1.626698
0,3.996293,-1.822398
0,4.006001,-2.02
0,4.006001,-2.17
0,4.006001,-2.32
0,4.006001,-2.47
0,4.006001,-2.62
0,4.006001,-2.77
0,4.006001,-2.92
0,4.006001,-3.07
0,4.006001,-3.22
0,4.006001,-3.37
0,4.006001,-3.52
0,4.006001,-3.67
0,4.006001,-3.82
0,4.006001,-3.97
0,4.006001,-4.12
0,4.006001,-4.27
0,4.006001,-4.42
0,4.006001,-4.57
0,4.006001,-4.72
0,4.006001,-4.87
0,4.006001,-5.02
0,4.006001,-5.17
0,4.006001,-5.32
0,4.006001,-5.47
0,4.006001,-5.62
0,4.006001,-5.77
0,4.006001,-5.92
0,4.006001,-6.07
0,4.006001,-6.22
0,4.006001,-6.37
0,4.006001,-6.52
0,4.006001,-6.67
0,4.006001,-6.82
0,4.006001,-6.97
0,4.006001,-7.12
